"nombre_estado","id_producto"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P026"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P035"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P041"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P042"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P046"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P050"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P061"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P088"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Aguascalientes","P094"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P001"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P005"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P019"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P023"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P036"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P042"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P045"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P046"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
"Baja California","P090"
