fecha_compra,id_producto,total_transacciones
2025-05-02,P032,1
2025-05-02,P056,1
2025-05-02,P073,1
2025-05-02,P084,1
2025-05-03,P003,2
2025-05-03,P014,1
2025-05-03,P033,2
2025-05-03,P038,2
2025-05-03,P057,1
2025-05-03,P068,1
2025-05-03,P071,1
2025-05-03,P072,1
2025-05-03,P076,1
2025-05-03,P084,1
2025-05-04,P024,1
2025-05-04,P025,1
2025-05-04,P044,2
2025-05-04,P055,1
2025-05-04,P058,1
2025-05-04,P086,1
2025-05-05,P031,1
2025-05-05,P066,1
2025-05-05,P076,1
2025-05-06,P011,1
2025-05-06,P038,1
2025-05-06,P039,2
2025-05-06,P044,1
2025-05-06,P055,1
2025-05-06,P058,1
2025-05-06,P072,2
2025-05-06,P073,1
2025-05-07,P011,1
2025-05-07,P018,1
2025-05-07,P024,1
2025-05-07,P033,1
2025-05-07,P084,2
2025-05-07,P093,1
2025-05-08,P018,1
2025-05-08,P068,2
2025-05-09,P011,1
2025-05-09,P024,1
2025-05-09,P031,1
2025-05-09,P038,1
2025-05-09,P078,1
2025-05-09,P084,1
2025-05-10,P003,1
2025-05-10,P007,1
2025-05-10,P031,1
2025-05-10,P032,1
2025-05-10,P071,1
2025-05-11,P015,1
2025-05-11,P024,1
2025-05-11,P038,1
2025-05-11,P044,1
2025-05-11,P066,1
2025-05-11,P071,1
2025-05-11,P086,1
2025-05-11,P087,1
2025-05-12,P031,2
2025-05-12,P055,1
2025-05-12,P058,1
2025-05-12,P066,1
2025-05-12,P078,1
2025-05-13,P014,1
2025-05-13,P024,1
2025-05-13,P032,1
2025-05-13,P039,1
2025-05-13,P058,1
2025-05-13,P066,2
2025-05-13,P068,1
2025-05-13,P084,1
2025-05-13,P093,1
2025-05-14,P003,1
2025-05-14,P011,1
2025-05-14,P015,1
2025-05-14,P032,1
2025-05-14,P033,2
2025-05-14,P076,1
2025-05-15,P024,1
2025-05-15,P025,2
2025-05-15,P032,1
2025-05-15,P058,1
2025-05-15,P068,1
2025-05-15,P071,1
2025-05-15,P078,1
2025-05-15,P084,1
2025-05-16,P011,1
2025-05-16,P014,2
2025-05-16,P018,1
2025-05-16,P058,1
2025-05-16,P084,1
2025-05-17,P011,1
2025-05-17,P018,2
2025-05-17,P031,1
2025-05-17,P044,1
2025-05-17,P068,1
2025-05-17,P072,1
2025-05-17,P076,1
2025-05-17,P093,1
2025-05-18,P018,1
2025-05-18,P033,1
2025-05-18,P039,1
2025-05-18,P068,1
2025-05-18,P072,1
2025-05-18,P078,1
2025-05-19,P011,1
2025-05-19,P018,1
2025-05-19,P024,2
2025-05-19,P027,1
2025-05-19,P044,1
2025-05-19,P055,1
2025-05-19,P072,1
2025-05-19,P076,1
2025-05-19,P087,1
2025-05-20,P015,1
2025-05-20,P027,1
2025-05-20,P038,1
2025-05-20,P039,1
2025-05-20,P068,1
2025-05-20,P084,1
2025-05-20,P086,1
2025-05-21,P003,1
2025-05-21,P011,1
2025-05-21,P015,1
2025-05-21,P021,1
2025-05-21,P027,1
2025-05-21,P033,1
2025-05-21,P048,1
2025-05-21,P058,1
2025-05-21,P073,1
2025-05-21,P076,2
2025-05-21,P084,1
2025-05-22,P003,1
2025-05-22,P014,1
2025-05-22,P015,1
2025-05-22,P018,1
2025-05-22,P048,1
2025-05-22,P066,1
2025-05-22,P068,1
2025-05-22,P072,4
2025-05-22,P093,1
2025-05-23,P018,1
2025-05-23,P024,1
2025-05-23,P027,1
2025-05-23,P033,1
2025-05-23,P055,1
2025-05-23,P057,1
2025-05-23,P059,1
2025-05-23,P073,2
2025-05-23,P085,1
2025-05-23,P086,2
2025-05-23,P087,2
2025-05-24,P003,1
2025-05-24,P055,1
2025-05-24,P068,1
2025-05-25,P007,1
2025-05-25,P018,1
2025-05-25,P024,1
2025-05-25,P027,2
2025-05-25,P032,1
2025-05-25,P037,1
2025-05-25,P066,1
2025-05-25,P071,1
2025-05-25,P073,3
2025-05-25,P086,1
2025-05-26,P011,1
2025-05-26,P027,1
2025-05-26,P032,1
2025-05-26,P037,1
2025-05-26,P068,1
2025-05-26,P076,1
2025-05-26,P078,1
2025-05-26,P093,1
2025-05-27,P007,2
2025-05-27,P014,1
2025-05-27,P025,1
2025-05-27,P037,2
2025-05-27,P048,1
2025-05-27,P055,1
2025-05-27,P056,1
2025-05-27,P068,1
2025-05-27,P073,1
2025-05-27,P078,1
2025-05-27,P084,1
2025-05-27,P087,1
2025-05-27,P093,1
2025-05-28,P014,1
2025-05-28,P057,1
2025-05-28,P066,1
2025-05-28,P073,1
2025-05-28,P086,1
2025-05-29,P018,1
2025-05-29,P066,1
2025-05-30,P014,1
2025-05-30,P015,1
2025-05-30,P032,1
2025-05-30,P037,1
2025-05-30,P044,2
2025-05-30,P048,1
2025-05-30,P055,1
2025-05-30,P059,1
2025-05-30,P084,1
2025-05-31,P015,1
2025-05-31,P021,2
2025-05-31,P038,1
2025-05-31,P076,1
2025-05-31,P078,1
2025-06-01,P003,1
2025-06-01,P025,1
2025-06-01,P027,1
2025-06-01,P033,1
2025-06-01,P044,1
2025-06-01,P048,1
2025-06-01,P057,1
2025-06-01,P071,1
2025-06-01,P073,2
2025-06-01,P084,1
2025-06-01,P086,1
2025-06-01,P087,1
2025-06-02,P007,1
2025-06-02,P011,1
2025-06-02,P014,2
2025-06-02,P021,1
2025-06-02,P031,1
2025-06-02,P039,1
2025-06-02,P063,1
2025-06-02,P066,1
2025-06-02,P073,1
2025-06-02,P084,1
2025-06-02,P087,1
2025-06-03,P015,1
2025-06-03,P038,1
2025-06-03,P057,2
2025-06-03,P078,3
2025-06-03,P086,2
2025-06-03,P093,1
2025-06-04,P007,1
2025-06-04,P021,2
2025-06-04,P031,1
2025-06-04,P032,1
2025-06-04,P037,1
2025-06-04,P038,2
2025-06-04,P048,1
2025-06-04,P055,2
2025-06-04,P058,1
2025-06-04,P068,1
2025-06-04,P071,2
2025-06-04,P073,1
2025-06-04,P086,1
2025-06-04,P087,1
2025-06-05,P014,3
2025-06-05,P024,1
2025-06-05,P039,1
2025-06-05,P058,1
2025-06-05,P059,1
2025-06-05,P073,1
2025-06-05,P076,1
2025-06-05,P084,1
2025-06-05,P085,1
2025-06-06,P003,1
2025-06-06,P013,1
2025-06-06,P025,2
2025-06-06,P027,1
2025-06-06,P031,1
2025-06-06,P033,1
2025-06-06,P044,1
2025-06-06,P055,1
2025-06-06,P068,1
2025-06-07,P007,1
2025-06-07,P018,1
2025-06-07,P025,1
2025-06-07,P058,1
2025-06-07,P068,1
2025-06-08,P024,1
2025-06-08,P025,1
2025-06-08,P027,1
2025-06-08,P031,1
2025-06-08,P044,1
2025-06-08,P048,1
2025-06-08,P063,2
2025-06-08,P068,1
2025-06-08,P076,1
2025-06-08,P087,1
2025-06-09,P003,1
2025-06-09,P015,1
2025-06-09,P024,1
2025-06-09,P025,1
2025-06-09,P032,1
2025-06-09,P033,1
2025-06-09,P039,1
2025-06-09,P068,1
2025-06-09,P072,1
2025-06-09,P073,1
2025-06-09,P085,1
2025-06-10,P013,3
2025-06-10,P021,1
2025-06-10,P024,1
2025-06-10,P031,1
2025-06-10,P057,2
2025-06-10,P068,1
2025-06-10,P071,1
2025-06-10,P072,1
2025-06-10,P076,1
2025-06-10,P078,1
2025-06-10,P079,1
2025-06-10,P084,1
2025-06-11,P018,1
2025-06-11,P039,2
2025-06-11,P072,1
2025-06-11,P084,1
2025-06-12,P007,1
2025-06-12,P024,1
2025-06-12,P031,2
2025-06-12,P037,2
2025-06-12,P056,1
2025-06-12,P068,2
2025-06-12,P071,1
2025-06-12,P085,1
2025-06-12,P086,2
2025-06-13,P011,1
2025-06-13,P015,1
2025-06-13,P025,1
2025-06-13,P032,1
2025-06-13,P037,2
2025-06-13,P038,1
2025-06-13,P048,3
2025-06-13,P058,1
2025-06-13,P066,1
2025-06-13,P072,1
2025-06-13,P076,1
2025-06-13,P079,2
2025-06-13,P093,1
2025-06-14,P011,1
2025-06-14,P013,1
2025-06-14,P014,2
2025-06-14,P021,1
2025-06-14,P024,1
2025-06-14,P027,2
2025-06-14,P032,1
2025-06-14,P033,1
2025-06-14,P037,1
2025-06-14,P039,1
2025-06-14,P044,1
2025-06-14,P058,1
2025-06-14,P059,1
2025-06-14,P071,1
2025-06-14,P078,1
2025-06-14,P079,1
2025-06-15,P024,1
2025-06-15,P027,1
2025-06-15,P033,1
2025-06-15,P052,2
2025-06-15,P057,1
2025-06-15,P063,1
2025-06-15,P093,1
2025-06-16,P018,1
2025-06-16,P025,1
2025-06-16,P027,1
2025-06-16,P031,1
2025-06-16,P033,1
2025-06-16,P039,1
2025-06-16,P048,1
2025-06-16,P057,1
2025-06-16,P068,1
2025-06-16,P078,2
2025-06-16,P084,1
2025-06-16,P086,2
2025-06-17,P003,1
2025-06-17,P011,1
2025-06-17,P013,2
2025-06-17,P018,1
2025-06-17,P027,1
2025-06-17,P032,3
2025-06-17,P037,1
2025-06-17,P044,1
2025-06-17,P052,1
2025-06-17,P055,1
2025-06-17,P057,1
2025-06-17,P058,1
2025-06-17,P066,1
2025-06-17,P078,1
2025-06-17,P084,1
2025-06-18,P014,1
2025-06-18,P021,1
2025-06-18,P024,2
2025-06-18,P025,2
2025-06-18,P032,1
2025-06-18,P039,1
2025-06-18,P058,1
2025-06-18,P066,1
2025-06-18,P071,2
2025-06-18,P093,1
2025-06-19,P003,1
2025-06-19,P007,1
2025-06-19,P027,1
2025-06-19,P037,1
2025-06-19,P044,1
2025-06-19,P048,1
2025-06-19,P052,1
2025-06-19,P057,1
2025-06-19,P059,1
2025-06-19,P066,1
2025-06-19,P068,1
2025-06-19,P072,1
2025-06-19,P087,1
2025-06-20,P003,1
2025-06-20,P018,1
2025-06-20,P021,1
2025-06-20,P032,1
2025-06-20,P037,2
2025-06-20,P052,1
2025-06-20,P056,3
2025-06-20,P063,2
2025-06-20,P068,2
2025-06-20,P071,1
2025-06-21,P011,2
2025-06-21,P015,1
2025-06-21,P027,1
2025-06-21,P044,1
2025-06-21,P052,2
2025-06-21,P057,1
2025-06-21,P063,2
2025-06-22,P003,1
2025-06-22,P007,1
2025-06-22,P011,2
2025-06-22,P039,1
2025-06-22,P055,1
2025-06-22,P058,1
2025-06-22,P063,1
2025-06-22,P066,1
2025-06-22,P078,1
2025-06-22,P085,1
2025-06-23,P003,2
2025-06-23,P013,1
2025-06-23,P014,1
2025-06-23,P015,1
2025-06-23,P018,1
2025-06-23,P032,1
2025-06-23,P038,1
2025-06-23,P044,2
2025-06-23,P048,1
2025-06-23,P055,1
2025-06-23,P056,1
2025-06-23,P086,1
2025-06-23,P087,1
2025-06-24,P007,1
2025-06-24,P018,1
2025-06-24,P021,1
2025-06-24,P032,1
2025-06-24,P038,1
2025-06-24,P057,1
2025-06-24,P066,1
2025-06-24,P086,1
2025-06-25,P013,1
2025-06-25,P024,1
2025-06-25,P032,1
2025-06-25,P033,1
2025-06-25,P052,1
2025-06-25,P057,3
2025-06-25,P066,2
2025-06-25,P068,1
2025-06-25,P078,1
2025-06-25,P079,1
2025-06-25,P085,1
2025-06-26,P007,1
2025-06-26,P014,1
2025-06-26,P018,1
2025-06-26,P025,1
2025-06-26,P027,1
2025-06-26,P057,1
2025-06-26,P072,1
2025-06-26,P073,1
2025-06-26,P078,1
2025-06-26,P093,1
2025-06-27,P007,1
2025-06-27,P011,1
2025-06-27,P015,1
2025-06-27,P024,1
2025-06-27,P027,1
2025-06-27,P038,2
2025-06-27,P044,1
2025-06-27,P048,1
2025-06-27,P055,1
2025-06-27,P056,1
2025-06-27,P058,1
2025-06-27,P063,1
2025-06-27,P066,1
2025-06-27,P078,1
2025-06-27,P086,1
2025-06-27,P087,1
2025-06-28,P002,1
2025-06-28,P018,1
2025-06-28,P024,1
2025-06-28,P038,1
2025-06-28,P039,1
2025-06-28,P052,1
2025-06-28,P057,1
2025-06-28,P059,1
2025-06-28,P066,3
2025-06-28,P072,1
2025-06-28,P086,1
2025-06-29,P007,1
2025-06-29,P015,1
2025-06-29,P027,1
2025-06-29,P037,2
2025-06-29,P038,1
2025-06-29,P044,1
2025-06-29,P048,2
2025-06-29,P052,1
2025-06-29,P057,1
2025-06-29,P071,1
2025-06-29,P072,2
2025-06-29,P073,1
2025-06-29,P084,1
2025-06-30,P003,1
2025-06-30,P011,2
2025-06-30,P013,1
2025-06-30,P018,1
2025-06-30,P024,3
2025-06-30,P038,1
2025-06-30,P056,1
2025-06-30,P057,1
2025-06-30,P072,1
2025-06-30,P076,1
2025-06-30,P084,1
2025-06-30,P086,1
2025-07-01,P002,1
2025-07-01,P007,2
2025-07-01,P011,1
2025-07-01,P013,1
2025-07-01,P021,1
2025-07-01,P033,1
2025-07-01,P048,1
2025-07-01,P057,1
2025-07-01,P079,1
2025-07-02,P003,1
2025-07-02,P011,1
2025-07-02,P027,2
2025-07-02,P031,2
2025-07-02,P039,1
2025-07-02,P055,1
2025-07-02,P058,1
2025-07-02,P071,1
2025-07-02,P079,1
2025-07-02,P084,1
2025-07-03,P014,1
2025-07-03,P015,1
2025-07-03,P032,1
2025-07-03,P056,1
2025-07-03,P057,1
2025-07-03,P063,1
2025-07-03,P068,1
2025-07-03,P071,1
2025-07-03,P076,1
2025-07-03,P079,2
2025-07-03,P084,1
2025-07-03,P086,1
2025-07-03,P093,1
2025-07-04,P003,1
2025-07-04,P014,1
2025-07-04,P024,2
2025-07-04,P025,1
2025-07-04,P032,1
2025-07-04,P038,1
2025-07-04,P039,1
2025-07-04,P055,1
2025-07-04,P056,1
2025-07-04,P058,1
2025-07-04,P063,1
2025-07-04,P068,1
2025-07-04,P084,1
2025-07-04,P085,1
2025-07-05,P013,1
2025-07-05,P031,1
2025-07-05,P055,1
2025-07-05,P056,1
2025-07-05,P057,1
2025-07-05,P066,2
2025-07-05,P071,1
2025-07-05,P078,1
2025-07-05,P079,1
2025-07-05,P085,1
2025-07-05,P086,1
2025-07-05,P087,1
2025-07-05,P093,2
2025-07-06,P011,1
2025-07-06,P021,2
2025-07-06,P025,1
2025-07-06,P027,1
2025-07-06,P037,1
2025-07-06,P057,1
2025-07-06,P068,1
2025-07-06,P079,1
2025-07-06,P084,1
2025-07-06,P086,3
2025-07-06,P087,1
2025-07-06,P093,1
2025-07-07,P011,1
2025-07-07,P033,1
2025-07-07,P056,1
2025-07-07,P058,1
2025-07-07,P063,1
2025-07-07,P071,1
2025-07-07,P073,1
2025-07-07,P076,1
2025-07-07,P078,1
2025-07-07,P084,1
2025-07-07,P087,1
2025-07-07,P093,1
2025-07-08,P003,1
2025-07-08,P007,2
2025-07-08,P014,1
2025-07-08,P018,1
2025-07-08,P021,1
2025-07-08,P024,2
2025-07-08,P038,1
2025-07-08,P057,1
2025-07-08,P058,1
2025-07-08,P086,1
2025-07-09,P003,2
2025-07-09,P007,2
2025-07-09,P011,1
2025-07-09,P018,1
2025-07-09,P021,1
2025-07-09,P038,2
2025-07-09,P052,1
2025-07-09,P055,1
2025-07-09,P056,1
2025-07-09,P058,1
2025-07-09,P071,1
2025-07-09,P073,2
2025-07-09,P085,1
2025-07-09,P086,1
2025-07-09,P087,1
2025-07-09,P093,1
2025-07-10,P014,2
2025-07-10,P024,1
2025-07-10,P027,3
2025-07-10,P038,1
2025-07-10,P055,1
2025-07-10,P056,1
2025-07-10,P057,2
2025-07-10,P093,1
2025-07-11,P025,2
2025-07-11,P031,1
2025-07-11,P033,1
2025-07-11,P044,1
2025-07-11,P055,1
2025-07-11,P056,2
2025-07-11,P059,1
2025-07-11,P076,1
2025-07-11,P086,1
2025-07-11,P093,2
2025-07-12,P003,2
2025-07-12,P013,1
2025-07-12,P014,1
2025-07-12,P021,1
2025-07-12,P033,1
2025-07-12,P038,1
2025-07-12,P059,1
2025-07-12,P068,1
2025-07-12,P071,1
2025-07-12,P072,1
2025-07-12,P076,2
2025-07-12,P078,1
2025-07-12,P087,1
2025-07-12,P093,1
2025-07-13,P002,1
2025-07-13,P003,2
2025-07-13,P007,1
2025-07-13,P011,1
2025-07-13,P014,2
2025-07-13,P018,1
2025-07-13,P024,1
2025-07-13,P025,1
2025-07-13,P044,1
2025-07-13,P055,2
2025-07-13,P056,1
2025-07-13,P059,1
2025-07-13,P076,1
2025-07-14,P004,1
2025-07-14,P015,2
2025-07-14,P021,1
2025-07-14,P024,1
2025-07-14,P037,1
2025-07-14,P039,1
2025-07-14,P052,1
2025-07-14,P057,1
2025-07-14,P066,2
2025-07-14,P071,1
2025-07-14,P078,1
2025-07-14,P084,1
2025-07-14,P087,1
2025-07-15,P002,1
2025-07-15,P011,1
2025-07-15,P013,1
2025-07-15,P021,1
2025-07-15,P038,1
2025-07-15,P056,1
2025-07-15,P058,1
2025-07-15,P071,1
2025-07-15,P072,1
2025-07-15,P078,1
2025-07-15,P079,1
2025-07-15,P085,1
2025-07-15,P086,1
2025-07-15,P093,1
2025-07-16,P004,1
2025-07-16,P007,1
2025-07-16,P014,2
2025-07-16,P017,1
2025-07-16,P027,3
2025-07-16,P031,1
2025-07-16,P033,3
2025-07-16,P044,2
2025-07-16,P056,1
2025-07-16,P059,1
2025-07-16,P063,1
2025-07-16,P073,1
2025-07-16,P085,1
2025-07-16,P087,1
2025-07-16,P093,1
2025-07-17,P011,1
2025-07-17,P013,1
2025-07-17,P021,2
2025-07-17,P025,1
2025-07-17,P027,1
2025-07-17,P031,2
2025-07-17,P048,2
2025-07-17,P058,1
2025-07-17,P066,1
2025-07-17,P068,2
2025-07-17,P078,1
2025-07-17,P086,2
2025-07-18,P017,1
2025-07-18,P018,1
2025-07-18,P024,1
2025-07-18,P027,1
2025-07-18,P032,1
2025-07-18,P039,1
2025-07-18,P057,1
2025-07-18,P068,1
2025-07-18,P076,1
2025-07-18,P078,3
2025-07-18,P079,1
2025-07-18,P085,2
2025-07-18,P087,1
2025-07-19,P002,1
2025-07-19,P013,2
2025-07-19,P014,1
2025-07-19,P017,2
2025-07-19,P018,1
2025-07-19,P024,1
2025-07-19,P025,1
2025-07-19,P032,1
2025-07-19,P033,2
2025-07-19,P048,2
2025-07-19,P052,2
2025-07-19,P055,1
2025-07-19,P068,1
2025-07-19,P071,2
2025-07-19,P072,1
2025-07-19,P073,1
2025-07-19,P093,1
2025-07-20,P002,2
2025-07-20,P003,2
2025-07-20,P004,1
2025-07-20,P018,1
2025-07-20,P024,2
2025-07-20,P031,1
2025-07-20,P037,1
2025-07-20,P038,1
2025-07-20,P073,2
2025-07-20,P078,1
2025-07-20,P093,1
2025-07-21,P003,1
2025-07-21,P013,1
2025-07-21,P014,1
2025-07-21,P018,1
2025-07-21,P021,1
2025-07-21,P025,1
2025-07-21,P027,2
2025-07-21,P031,1
2025-07-21,P044,1
2025-07-21,P048,1
2025-07-21,P068,1
2025-07-21,P072,1
2025-07-21,P073,1
2025-07-21,P078,2
2025-07-21,P079,2
2025-07-21,P084,2
2025-07-21,P086,1
2025-07-21,P087,2
2025-07-22,P015,1
2025-07-22,P033,1
2025-07-22,P048,1
2025-07-22,P055,2
2025-07-22,P056,1
2025-07-22,P063,1
2025-07-22,P066,1
2025-07-22,P073,1
2025-07-22,P085,1
2025-07-22,P093,1
2025-07-23,P002,1
2025-07-23,P003,1
2025-07-23,P011,1
2025-07-23,P013,1
2025-07-23,P024,1
2025-07-23,P025,1
2025-07-23,P032,2
2025-07-23,P033,1
2025-07-23,P044,1
2025-07-23,P052,1
2025-07-23,P055,2
2025-07-23,P068,1
2025-07-23,P071,1
2025-07-23,P072,1
2025-07-23,P076,1
2025-07-23,P079,1
2025-07-24,P013,1
2025-07-24,P014,2
2025-07-24,P018,1
2025-07-24,P027,3
2025-07-24,P031,2
2025-07-24,P037,2
2025-07-24,P038,1
2025-07-24,P048,1
2025-07-24,P055,1
2025-07-24,P076,3
2025-07-24,P079,1
2025-07-24,P086,1
2025-07-25,P007,2
2025-07-25,P014,1
2025-07-25,P018,1
2025-07-25,P024,1
2025-07-25,P027,1
2025-07-25,P031,3
2025-07-25,P033,1
2025-07-25,P037,1
2025-07-25,P038,1
2025-07-25,P039,1
2025-07-25,P056,1
2025-07-25,P058,1
2025-07-25,P068,3
2025-07-25,P072,1
2025-07-25,P079,1
2025-07-25,P086,1
2025-07-26,P011,1
2025-07-26,P014,1
2025-07-26,P018,2
2025-07-26,P021,3
2025-07-26,P025,1
2025-07-26,P038,1
2025-07-26,P048,1
2025-07-26,P052,1
2025-07-26,P055,1
2025-07-26,P066,1
2025-07-26,P068,1
2025-07-26,P072,2
2025-07-26,P076,1
2025-07-26,P084,1
2025-07-26,P087,1
2025-07-27,P002,1
2025-07-27,P003,1
2025-07-27,P013,1
2025-07-27,P015,1
2025-07-27,P018,1
2025-07-27,P025,1
2025-07-27,P037,1
